ITEM_ID,GENRES,DESCRIPTION
241,Art Galleries,
242,Art Galleries,
243,Art Galleries|Points of Interest & Landmarks|Art Museums,"""Bau-Xi Gallery is one of Canada's most established galleries representing artists from across Canada. Established in 1965, we operate three gallery spaces in Toronto and Vancouver. In Toronto, the galleries are located across the street from the Art Gallery of Ontario and in Vancouver on South Granville gallery row."""
244,Art Museums,"""Located in one of Canada's Art Deco landmarks featuring the original Toronto Stock Exchange, Experience Design and be inspired by ever-changing exhibits, lectures, workshops, tours, screenings and camps from architecture to fashion design."""
245,Art Galleries,
246,Art Galleries|Speciality Museums|Art Museums,"""This public art museum features rotating shows of mixed media, paint, collage and sculpture. Open Tuesday to Saturday from noon to 5:30pm. Free admission. Guided tours available in English, French and Spanish during most hours. Nine exhibit spaces over four floors feature work from the gallery's permanent collection as well as new works created on site. Gallery Arcturus is dedicated to exploring the nature and necessity of visual art in human endeavour. In our view, art is the attempt to perceive and communicate what is seen. Supported by The Foundation for the Study of Objective Art."""
247,Art Galleries,"""One of the largest galleries in the country, this venue showcases the works of both renowned and up-and-coming artists, catering to a wide variety of tastes."""
248,Speciality Museums,
249,Speciality Museums,
250,Art Museums,"""MOCA Toronto is motivated by our belief that museums can be culturally and socially useful. We promote exceptional artistic thinking and provide a community space for discourse and creativity. Working across all contemporary art forms, we empower the local Toronto art scene, while informing the international. MOCA is an accessible, welcoming hub rooted and engaged in a culturally rich neighbourhood; it is here, through art, that you can feel the specialness of this invigorating and hyper-diverse city."""
251,Art Galleries,
252,Art Galleries,
253,Art Galleries,"""Artist-run gallery displaying a wide variety of thought-provoking contemporary art."""
254,Children's Museums,
255,Art Galleries,
256,Art Galleries,"""Canada's largest gallery of photographs, specializing in the exhibition and sale of photography of all types."""
257,Art Galleries|Art Museums,"""The Cardinal is a creative exhibition space with a focus on showing fine art photography as well as providing an inviting event venue for the arts community. Located in a restored storefront of a historical building at 1231 Davenport Road in Toronto's West Side. The Cardinal has an approachable and intimate atmosphere with an open concept aesthetic."""
258,Art Galleries,
259,Art Galleries,"""Arta Gallery is nestled in the heart of Toronto’s Historic Distillery District. This important cultural and artistic center in Toronto has been home to Arta since it was established in 2003. With an outstanding vision to promote art in our daily lives and make many talented artists accessible to the Toronto community, Arta Gallery offers an impressive collection of contemporary work by both Canadian and international artists."""
260,Art Galleries,
261,Art Galleries,
262,Speciality & Gift Shops|Natural History Museums,"""Prehistoria is a FREE admission natural history museum! Their artifact collection includes a bit of everything, including dinosaur eggs, Egyptian amulets, Viking axes, a whale skeleton, and even a duck-billed platypus taxidermy mount. They even have a reptile zoo on-site! They are breeding endangered tortoises, but also have frilled dragons, poison dart frogs, and a bunch of other cool critters. SkullStore is the giftshop, and one of the world's biggest oddity shops. They sell sustainably-sourced crystals, fossils, skulls, butterflies, taxidermy mounts, ancient artifacts, and salvaged furs. There's no other destination like this in Canada!"""
263,Art Galleries,"""Peter Triantos gallery brings pleasure, positivity, and happiness to people with spectacular one-of-a-kind original artworks of world-renowned Canadian contemporary artist Peter Triantos. We help art lovers to find phenomenal abstract pieces to enhance any luxurious corporate and residential spaces worldwide."""
264,Speciality Museums,
265,Art Galleries|Art Museums,
266,Art Galleries,
267,Art Galleries|Speciality Museums,
268,Speciality Museums|Points of Interest & Landmarks,
269,Art Galleries,
270,Art Galleries,
271,Art Galleries|Speciality Museums|Art Museums,
272,Art Galleries,
273,Art Galleries,"""Open Studio was founded in 1970 as an Artist-Run Centre dedicated to contemporary printmaking. We provide accessible, inclusive, and affordable facilities, programs, and services for artists and the public from across Canada and abroad. Our primary goal is to support artists in creating and exhibiting contemporary prints within an open-minded, safe, and collaborative environment. Our facility offers access to a wide range of printmaking techniques, including screenprinting, lithography, and intaglio/relief printing. We aim to promote printmaking by providing studio facilities, educational programs, residencies, exhibitions, and public art installations."""
274,Art Galleries,"""PROOF Studio Gallery is a contemporary gallery exhibiting photography, printmaking and illustration by three local artists. Sheila Jonah, John Drajewicz, and Natalie Draz are Toronto based artists who create and exhibit at Proof Studio Gallery in the Distillery District. The gallery is located in the Case Goods Warehouse, a thriving arts hub. The gallery displays an ever changing series of thematic fine art prints. Drop by the Gallery to experience images that delight the eye, intrigue the mind and touch the soul."""
275,Art Galleries|Art Museums,
276,Art Galleries,
277,Art Galleries,"""Founded in 1980 under the leadership of Helen and Jacques Bellefeuille, Galerie de Bellefeuille has become one of Canada’s most recognized independently run art galleries. In 2017, Galerie de Bellefeuille opened its first Toronto location in Yorkville Village, a prime location in the heart of Toronto’s Yorkville neighbourhood. The Toronto gallery offers 7000 square feet of pristine gallery space, bringing the total exhibition space of all galleries to 27,000 square feet. With a reputation for excellence and high levels of service, GdB continues its vibrant cultural agenda, striving to present the best in Canadian and International art."""
278,Art Galleries,
279,Art Galleries,
280,Art Galleries,"""InterAccess is an art gallery, educational facility and production studio dedicated to the creative use of technology, electronic art and new media culture. Our programs support art forms that integrate new technologies from conception and development to exhibition and discussion. We explore the impact of technology on the social, political and cultural aspects of contemporary life, and encourage audiences to see anew their relationships with interactive artworks."""
